Record_ID,Timestamp,Soil_Moisture,Soil_Temperature,Soil_pH,Humidity,Ambient_Temperature,Solar_Radiation,Wind_Speed,NDVI_Index,5G_Latency_ms,Plant_Health_Status
731,2024-01-31 10:00:00,11.57,28.69,5.8,59.88,19.4,491.32,2.33,0.927,6.2,Healthy
732,2024-01-31 11:00:00,37.58,21.85,5.67,44.53,33.58,881.89,3.41,0.294,1.47,Healthy
733,2024-01-31 12:00:00,31.61,11.45,7.31,90.67,21.3,805.24,6.36,0.32,3.3,High Stress
734,2024-01-31 13:00:00,25.92,33.94,7.82,52.4,26.35,688.41,1.89,0.708,6.75,Healthy
735,2024-01-31 14:00:00,19.35,33.57,6.58,40.46,24.65,491.36,2.73,0.606,8.73,High Stress
736,2024-01-31 15:00:00,40.09,29.63,5.8,66.61,39.55,367.95,4.79,0.214,9.25,Healthy
737,2024-01-31 16:00:00,20.7,34.78,6.78,91.35,24.78,820.92,2.48,0.246,5.5,Healthy
738,2024-01-31 17:00:00,37.66,23.61,6.37,30.25,17.0,589.13,5.97,0.866,5.91,High Stress
739,2024-01-31 18:00:00,22.57,34.07,6.44,45.48,17.25,379.8,9.25,0.852,8.5,Moderate Stress
740,2024-01-31 19:00:00,20.08,11.89,7.05,91.0,29.77,356.14,7.53,0.468,5.84,Moderate Stress
741,2024-01-31 20:00:00,23.51,19.14,7.3,41.12,29.98,332.32,6.73,0.868,5.65,Healthy
742,2024-01-31 21:00:00,17.06,15.63,5.78,37.36,25.47,821.73,5.91,0.645,9.15,Healthy
743,2024-01-31 22:00:00,34.9,14.9,5.59,67.06,25.8,383.19,4.98,0.804,8.11,Healthy
744,2024-01-31 23:00:00,25.11,13.52,7.99,86.02,16.35,621.31,2.03,0.521,9.18,Healthy
745,2024-02-01 00:00:00,14.29,25.56,6.08,61.01,27.91,561.24,8.97,0.285,2.96,Healthy
746,2024-02-01 01:00:00,40.98,29.53,5.63,94.65,27.62,663.69,2.64,0.525,5.72,Healthy
747,2024-02-01 02:00:00,20.36,24.46,5.97,74.15,18.74,901.72,1.09,0.543,8.58,High Stress
748,2024-02-01 03:00:00,26.74,13.67,5.6,34.81,17.6,894.2,7.55,0.613,2.0,Moderate Stress
749,2024-02-01 04:00:00,41.26,30.28,6.48,94.53,18.09,560.86,1.92,0.279,8.15,Moderate Stress
750,2024-02-01 05:00:00,29.97,25.9,7.51,56.51,17.53,212.29,3.84,0.944,2.65,High Stress
751,2024-02-01 06:00:00,9.68,19.7,6.35,48.68,30.24,541.16,0.48,0.383,8.27,High Stress
752,2024-02-01 07:00:00,42.59,26.85,6.61,66.26,19.91,684.95,1.54,0.349,6.51,Moderate Stress
753,2024-02-01 08:00:00,30.11,16.5,7.19,49.78,21.29,646.21,1.9,0.595,2.74,Moderate Stress
754,2024-02-01 09:00:00,18.4,18.63,6.77,35.62,19.34,721.07,0.73,0.603,5.26,Healthy
755,2024-02-01 10:00:00,10.57,32.94,7.65,30.09,38.95,323.26,6.64,0.53,7.14,Moderate Stress
756,2024-02-01 11:00:00,36.76,17.26,7.67,59.22,36.37,717.23,8.4,0.779,6.7,Healthy
757,2024-02-01 12:00:00,29.8,21.75,5.52,84.4,20.76,346.12,3.86,0.587,4.85,Healthy
758,2024-02-01 13:00:00,26.34,32.25,7.45,67.2,23.19,800.42,8.77,0.657,9.09,Moderate Stress
759,2024-02-01 14:00:00,40.76,27.69,6.65,94.95,20.25,471.27,2.29,0.743,5.67,Healthy
760,2024-02-01 15:00:00,36.54,11.56,7.97,48.65,27.3,767.92,3.39,0.219,5.55,Healthy
761,2024-02-01 16:00:00,11.07,13.68,6.71,48.23,15.49,238.29,1.68,0.628,1.56,High Stress
762,2024-02-01 17:00:00,17.47,10.2,7.97,40.38,31.78,526.29,6.28,0.863,9.3,Moderate Stress
763,2024-02-01 18:00:00,14.94,25.77,7.39,40.66,28.08,764.03,4.31,0.213,2.59,High Stress
764,2024-02-01 19:00:00,34.76,21.19,6.12,48.54,37.47,381.5,6.21,0.504,5.76,Healthy
765,2024-02-01 20:00:00,6.34,13.36,6.85,81.53,19.11,836.23,7.66,0.895,8.23,Healthy
766,2024-02-01 21:00:00,27.8,33.95,7.98,88.87,35.1,704.62,5.55,0.465,2.94,High Stress
767,2024-02-01 22:00:00,35.5,23.24,7.64,93.38,34.8,670.05,6.35,0.544,5.75,High Stress
768,2024-02-01 23:00:00,40.07,16.05,5.74,45.1,18.18,482.84,9.37,0.936,3.17,High Stress
769,2024-02-02 00:00:00,18.68,22.52,7.27,87.28,24.96,585.96,3.13,0.349,7.84,Healthy
770,2024-02-02 01:00:00,37.85,26.99,6.36,51.34,19.25,677.88,3.72,0.249,6.08,Moderate Stress
771,2024-02-02 02:00:00,9.43,11.91,5.52,37.33,21.37,577.97,7.23,0.845,8.7,Healthy
772,2024-02-02 03:00:00,38.86,16.87,6.51,86.55,21.58,758.65,6.19,0.851,9.05,High Stress
773,2024-02-02 04:00:00,10.1,30.17,6.09,71.35,28.91,546.96,1.95,0.554,6.84,Moderate Stress
774,2024-02-02 05:00:00,20.89,21.49,7.55,40.71,25.29,361.82,3.89,0.586,7.53,High Stress
775,2024-02-02 06:00:00,36.89,23.66,6.34,57.94,38.69,371.15,4.78,0.827,5.94,Healthy
776,2024-02-02 07:00:00,11.0,20.82,7.57,48.67,18.16,204.64,4.31,0.754,4.46,Moderate Stress
777,2024-02-02 08:00:00,14.17,11.1,5.5,77.89,39.34,440.77,1.95,0.399,6.83,Moderate Stress
778,2024-02-02 09:00:00,33.89,14.14,6.27,59.47,20.77,799.13,9.26,0.213,9.17,Healthy
779,2024-02-02 10:00:00,33.8,21.14,6.1,94.3,34.32,835.33,7.67,0.56,4.75,High Stress
780,2024-02-02 11:00:00,30.65,15.23,6.08,33.56,23.47,361.97,4.92,0.844,3.83,High Stress
781,2024-02-02 12:00:00,32.76,11.25,5.67,53.08,18.58,967.24,6.86,0.872,4.5,High Stress
782,2024-02-02 13:00:00,26.71,31.09,5.97,61.32,36.45,601.92,8.99,0.917,4.92,Healthy
783,2024-02-02 14:00:00,15.07,34.53,6.89,62.7,22.72,933.58,1.53,0.86,1.66,High Stress
784,2024-02-02 15:00:00,18.83,29.83,6.23,50.54,31.47,765.41,2.65,0.635,5.49,Moderate Stress
785,2024-02-02 16:00:00,12.26,31.34,6.54,77.4,29.16,777.95,5.52,0.533,5.45,High Stress
786,2024-02-02 17:00:00,41.34,16.05,6.44,86.86,26.79,268.03,8.03,0.781,6.3,High Stress
787,2024-02-02 18:00:00,28.34,34.02,7.69,91.02,27.4,375.99,0.56,0.755,4.27,Moderate Stress
788,2024-02-02 19:00:00,21.03,14.92,7.76,82.33,33.31,207.05,9.84,0.604,6.52,Moderate Stress
789,2024-02-02 20:00:00,23.48,33.79,6.73,85.29,17.19,772.9,4.66,0.265,8.9,High Stress
790,2024-02-02 21:00:00,42.89,34.87,6.33,65.79,31.7,475.55,3.72,0.895,9.6,Moderate Stress
791,2024-02-02 22:00:00,11.13,27.79,5.77,83.68,37.4,829.32,3.07,0.542,6.25,Healthy
792,2024-02-02 23:00:00,28.45,34.53,7.88,49.73,16.44,471.15,1.91,0.473,1.38,Moderate Stress
793,2024-02-03 00:00:00,25.24,24.24,5.65,55.9,18.52,855.47,7.96,0.672,9.72,Healthy
794,2024-02-03 01:00:00,29.46,16.49,6.24,50.6,32.92,304.56,9.56,0.705,7.35,Moderate Stress
795,2024-02-03 02:00:00,5.72,20.92,6.25,60.38,25.93,338.7,4.25,0.358,4.02,Healthy
796,2024-02-03 03:00:00,39.88,24.84,6.3,48.56,25.09,472.7,9.53,0.828,2.32,Healthy
797,2024-02-03 04:00:00,42.28,11.83,5.91,92.5,18.42,526.79,8.27,0.417,2.29,High Stress
798,2024-02-03 05:00:00,27.61,25.56,7.46,50.33,27.67,478.96,4.91,0.34,2.51,Moderate Stress
799,2024-02-03 06:00:00,32.87,34.53,5.81,36.37,18.16,810.92,6.81,0.505,1.41,Moderate Stress
800,2024-02-03 07:00:00,41.9,14.75,7.09,64.24,26.92,277.56,4.46,0.748,9.12,Moderate Stress
801,2024-02-03 08:00:00,33.29,29.81,5.81,33.71,34.09,480.97,5.68,0.924,5.87,Healthy
802,2024-02-03 09:00:00,11.1,32.7,5.68,37.19,21.46,869.79,0.77,0.807,7.3,High Stress
803,2024-02-03 10:00:00,28.05,33.59,7.77,44.26,27.02,253.44,7.02,0.905,8.45,Moderate Stress
804,2024-02-03 11:00:00,29.27,34.0,5.98,60.18,39.8,953.87,0.72,0.305,8.12,High Stress
805,2024-02-03 12:00:00,21.97,23.04,7.55,58.16,32.17,989.05,8.21,0.253,8.94,High Stress
806,2024-02-03 13:00:00,34.46,34.43,6.86,81.98,36.03,270.85,8.28,0.618,9.71,Healthy
807,2024-02-03 14:00:00,42.37,28.93,5.69,78.07,25.37,433.02,2.52,0.418,4.95,Moderate Stress
808,2024-02-03 15:00:00,42.02,14.04,7.89,57.71,34.2,497.92,3.37,0.821,9.55,High Stress
809,2024-02-03 16:00:00,23.03,21.92,6.12,51.69,16.01,821.11,4.92,0.704,7.51,Moderate Stress
810,2024-02-03 17:00:00,9.53,27.96,7.65,50.57,18.07,676.74,6.05,0.928,1.64,Moderate Stress
811,2024-02-03 18:00:00,44.39,16.18,5.92,80.31,20.08,715.49,3.02,0.391,7.14,Moderate Stress
812,2024-02-03 19:00:00,38.56,26.02,7.63,33.38,25.05,806.01,6.01,0.564,7.18,High Stress
813,2024-02-03 20:00:00,9.99,26.67,5.53,30.83,36.14,294.38,3.12,0.576,9.15,Healthy
814,2024-02-03 21:00:00,41.83,14.07,6.78,81.71,23.66,866.57,0.74,0.379,4.36,Healthy
815,2024-02-03 22:00:00,39.8,24.13,7.42,61.01,31.37,764.5,0.22,0.643,6.26,High Stress
816,2024-02-03 23:00:00,25.75,29.29,7.84,38.51,32.73,661.87,1.19,0.532,1.11,Moderate Stress
817,2024-02-04 00:00:00,28.65,22.47,7.77,45.31,29.65,911.79,7.96,0.535,3.99,Moderate Stress
818,2024-02-04 01:00:00,20.96,10.3,7.55,90.61,23.93,760.25,9.62,0.472,1.56,Healthy
819,2024-02-04 02:00:00,7.19,10.23,7.72,85.87,29.43,361.36,4.38,0.213,5.7,High Stress
820,2024-02-04 03:00:00,18.41,18.93,6.0,76.14,23.56,543.8,5.22,0.592,8.36,High Stress
821,2024-02-04 04:00:00,37.11,33.15,6.21,61.34,17.1,595.23,1.64,0.451,2.86,Healthy
822,2024-02-04 05:00:00,5.19,15.72,6.22,63.82,39.82,244.17,5.6,0.201,5.75,High Stress
823,2024-02-04 06:00:00,18.34,25.86,6.44,93.39,18.18,963.71,1.62,0.431,2.84,High Stress
824,2024-02-04 07:00:00,20.93,15.55,6.48,92.78,16.81,302.86,6.19,0.409,2.09,Healthy
825,2024-02-04 08:00:00,26.5,18.04,6.86,43.99,36.96,757.97,9.35,0.495,5.6,Healthy
826,2024-02-04 09:00:00,41.79,31.2,5.9,82.72,22.55,604.98,2.12,0.299,1.71,High Stress
827,2024-02-04 10:00:00,18.85,28.22,7.23,42.82,31.26,220.51,7.69,0.581,6.29,High Stress
828,2024-02-04 11:00:00,18.88,12.38,5.92,43.88,23.23,939.8,0.43,0.719,1.28,Healthy
829,2024-02-04 12:00:00,34.5,20.72,6.28,73.95,24.79,881.47,3.88,0.673,1.96,Healthy
830,2024-02-04 13:00:00,23.09,10.73,6.76,56.33,21.55,619.41,1.29,0.803,5.95,Moderate Stress
831,2024-02-04 14:00:00,13.98,22.02,7.49,90.55,23.58,383.15,3.65,0.539,6.32,High Stress
832,2024-02-04 15:00:00,23.1,26.56,7.35,35.79,25.27,297.3,1.9,0.589,1.26,High Stress
833,2024-02-04 16:00:00,10.63,12.96,7.11,63.25,33.01,490.71,3.86,0.808,6.16,Healthy
834,2024-02-04 17:00:00,12.06,17.22,5.89,89.7,27.79,404.34,4.29,0.521,8.55,Healthy
835,2024-02-04 18:00:00,24.93,19.95,6.87,88.77,38.59,605.35,3.15,0.726,7.5,Moderate Stress
836,2024-02-04 19:00:00,21.76,32.99,5.72,40.17,16.05,973.13,6.63,0.526,2.18,Moderate Stress
837,2024-02-04 20:00:00,41.59,34.83,6.44,53.83,27.58,659.96,9.2,0.513,6.33,Healthy
838,2024-02-04 21:00:00,19.5,11.12,6.53,70.24,29.61,911.94,4.13,0.77,7.05,High Stress
839,2024-02-04 22:00:00,28.22,29.03,5.6,40.36,38.0,720.7,2.08,0.331,1.34,Moderate Stress
840,2024-02-04 23:00:00,30.29,19.29,6.18,92.92,16.23,580.2,2.85,0.454,8.7,Healthy
841,2024-02-05 00:00:00,5.52,19.81,7.89,89.46,29.34,883.69,8.57,0.368,9.16,Healthy
842,2024-02-05 01:00:00,31.54,28.86,7.88,40.85,36.34,577.09,5.8,0.469,8.65,Healthy
843,2024-02-05 02:00:00,12.12,32.96,6.38,37.88,21.05,894.9,4.66,0.373,8.42,High Stress
844,2024-02-05 03:00:00,43.44,33.77,5.61,35.55,36.91,433.26,1.67,0.635,7.7,Healthy
845,2024-02-05 04:00:00,10.95,24.43,5.95,89.11,15.48,303.05,4.61,0.799,6.7,Healthy
846,2024-02-05 05:00:00,21.58,18.93,6.48,42.59,33.31,884.25,2.93,0.79,7.11,High Stress
847,2024-02-05 06:00:00,8.41,29.69,7.87,57.06,38.33,669.93,9.44,0.473,8.26,Healthy
848,2024-02-05 07:00:00,44.87,16.28,5.85,59.18,31.43,911.27,8.86,0.942,6.96,Healthy
849,2024-02-05 08:00:00,25.09,24.1,7.41,68.94,25.98,950.26,1.02,0.645,3.95,Moderate Stress
850,2024-02-05 09:00:00,28.82,18.96,5.77,34.66,16.12,242.9,5.26,0.5,4.38,Healthy
851,2024-02-05 10:00:00,7.68,26.42,7.95,44.74,38.0,600.78,2.41,0.827,9.07,High Stress
852,2024-02-05 11:00:00,35.0,16.01,6.45,90.55,26.76,499.97,4.23,0.747,1.15,Moderate Stress
853,2024-02-05 12:00:00,13.4,14.79,7.44,89.05,15.72,700.69,8.79,0.762,7.29,Healthy
854,2024-02-05 13:00:00,40.92,32.96,6.36,80.78,32.25,834.87,5.37,0.347,9.59,High Stress
855,2024-02-05 14:00:00,13.21,12.55,7.07,31.26,27.05,424.47,3.48,0.551,7.36,Healthy
856,2024-02-05 15:00:00,12.63,22.65,5.98,51.26,18.11,645.44,2.24,0.846,9.95,Moderate Stress
857,2024-02-05 16:00:00,6.46,15.52,5.87,70.82,20.36,766.98,8.04,0.578,7.19,High Stress
858,2024-02-05 17:00:00,23.88,10.97,7.85,47.89,16.61,307.54,6.32,0.713,1.31,Moderate Stress
859,2024-02-05 18:00:00,27.59,10.9,7.79,89.12,29.36,851.25,4.79,0.641,8.44,High Stress
860,2024-02-05 19:00:00,7.63,14.38,7.72,71.2,30.55,684.89,2.33,0.832,3.56,High Stress
861,2024-02-05 20:00:00,36.02,31.67,7.06,34.67,27.64,959.63,3.48,0.413,5.01,Healthy
862,2024-02-05 21:00:00,23.13,17.06,7.52,89.09,35.43,471.62,9.61,0.632,3.81,High Stress
863,2024-02-05 22:00:00,25.98,33.76,5.67,92.25,36.53,286.52,5.3,0.292,3.42,High Stress
864,2024-02-05 23:00:00,22.63,24.54,6.34,35.05,30.39,605.2,4.13,0.718,4.88,Healthy
865,2024-02-06 00:00:00,21.03,20.92,6.28,64.6,15.32,268.65,5.31,0.749,4.41,High Stress
866,2024-02-06 01:00:00,27.39,24.5,7.09,49.72,32.38,975.62,7.83,0.232,6.7,High Stress
867,2024-02-06 02:00:00,11.21,22.92,6.39,55.53,25.45,230.95,3.53,0.707,8.32,High Stress
868,2024-02-06 03:00:00,12.28,28.97,5.87,41.68,29.14,802.8,1.95,0.511,3.67,High Stress
869,2024-02-06 04:00:00,39.47,17.06,6.99,67.57,31.23,620.08,5.93,0.293,2.92,Healthy
870,2024-02-06 05:00:00,42.84,18.83,7.54,92.27,23.76,494.9,6.72,0.515,7.0,Healthy
871,2024-02-06 06:00:00,19.93,32.35,6.46,62.7,37.93,252.67,7.18,0.346,7.03,Moderate Stress
872,2024-02-06 07:00:00,15.83,33.66,5.83,35.39,18.35,697.73,8.84,0.512,9.11,High Stress
873,2024-02-06 08:00:00,30.76,32.31,5.99,70.3,31.79,668.18,3.84,0.488,1.14,Healthy
874,2024-02-06 09:00:00,21.35,20.49,6.09,52.11,15.11,424.71,0.94,0.754,8.68,High Stress
875,2024-02-06 10:00:00,6.02,29.51,6.25,85.64,38.12,928.18,9.59,0.781,5.69,Healthy
876,2024-02-06 11:00:00,11.25,21.91,7.11,58.25,17.81,443.29,4.46,0.655,6.59,Moderate Stress
877,2024-02-06 12:00:00,33.64,22.44,7.0,42.53,17.37,559.78,6.31,0.217,1.82,High Stress
878,2024-02-06 13:00:00,31.36,15.12,7.24,42.42,23.33,635.01,6.73,0.898,4.89,Moderate Stress
879,2024-02-06 14:00:00,6.08,24.78,6.41,79.97,24.34,280.19,5.56,0.715,3.05,Moderate Stress
880,2024-02-06 15:00:00,13.88,14.65,7.56,47.26,20.36,945.73,2.21,0.226,3.29,Moderate Stress
881,2024-02-06 16:00:00,14.24,18.29,6.01,79.87,29.63,499.63,7.6,0.814,5.54,Healthy
882,2024-02-06 17:00:00,31.88,31.38,6.67,43.38,26.07,264.62,8.08,0.35,8.31,High Stress
883,2024-02-06 18:00:00,5.79,15.18,7.5,50.91,15.85,509.83,5.62,0.634,7.69,Healthy
884,2024-02-06 19:00:00,9.16,11.78,5.95,60.26,22.99,680.16,4.99,0.55,6.32,Healthy
885,2024-02-06 20:00:00,37.0,11.73,5.77,91.31,35.26,610.92,1.32,0.515,5.85,High Stress
886,2024-02-06 21:00:00,12.14,33.52,7.71,90.56,32.24,755.63,1.02,0.867,4.85,High Stress
887,2024-02-06 22:00:00,31.11,22.67,6.36,43.45,33.12,244.39,3.53,0.528,9.75,High Stress
888,2024-02-06 23:00:00,14.53,20.24,7.21,53.28,32.45,427.63,3.25,0.257,6.04,High Stress
889,2024-02-07 00:00:00,8.98,30.27,5.56,39.71,22.77,855.38,9.55,0.91,3.29,Healthy
890,2024-02-07 01:00:00,14.73,30.9,7.23,63.15,17.49,263.91,7.88,0.89,3.07,High Stress
891,2024-02-07 02:00:00,33.89,18.3,6.29,59.94,21.81,884.39,6.67,0.713,6.5,High Stress
892,2024-02-07 03:00:00,39.23,27.34,5.64,88.55,35.79,273.52,5.27,0.551,5.71,High Stress
893,2024-02-07 04:00:00,38.21,29.28,7.02,90.45,39.51,867.56,1.84,0.27,1.07,Moderate Stress
894,2024-02-07 05:00:00,20.89,26.37,6.1,54.93,27.35,488.63,9.79,0.793,8.47,High Stress
895,2024-02-07 06:00:00,31.72,13.79,6.47,61.96,15.24,689.77,3.88,0.257,7.34,High Stress
896,2024-02-07 07:00:00,13.2,31.9,5.7,88.26,18.5,322.31,1.25,0.251,6.96,Healthy
897,2024-02-07 08:00:00,16.73,23.48,5.87,82.44,23.05,252.93,5.04,0.603,1.62,Moderate Stress
898,2024-02-07 09:00:00,40.85,17.06,6.24,30.24,29.46,372.75,8.77,0.32,4.26,Healthy
899,2024-02-07 10:00:00,5.52,20.63,5.72,50.8,16.88,302.28,8.9,0.206,9.42,Moderate Stress
900,2024-02-07 11:00:00,8.42,10.94,7.78,57.42,38.58,449.92,0.31,0.517,8.76,Healthy
901,2024-02-07 12:00:00,13.32,13.2,5.52,44.93,24.13,611.51,8.89,0.303,3.57,Healthy
902,2024-02-07 13:00:00,6.06,29.14,6.71,42.97,37.81,671.01,2.86,0.32,2.41,High Stress
903,2024-02-07 14:00:00,12.26,10.0,5.81,32.46,34.51,831.89,0.58,0.258,5.04,High Stress
904,2024-02-07 15:00:00,28.32,20.41,6.27,71.82,33.89,724.99,8.51,0.354,4.2,Moderate Stress
905,2024-02-07 16:00:00,21.86,23.06,7.82,47.06,30.17,687.01,8.67,0.737,7.14,Moderate Stress
906,2024-02-07 17:00:00,40.71,11.37,5.9,33.4,30.67,529.43,6.04,0.807,9.7,Moderate Stress
907,2024-02-07 18:00:00,37.7,34.33,7.91,45.01,30.95,579.05,5.83,0.539,4.27,High Stress
908,2024-02-07 19:00:00,18.67,15.65,6.01,82.12,30.72,531.62,8.17,0.58,1.56,Healthy
909,2024-02-07 20:00:00,15.38,17.6,7.35,85.35,28.84,873.73,7.91,0.224,9.08,Moderate Stress
910,2024-02-07 21:00:00,20.19,17.6,6.87,61.4,39.66,384.0,8.92,0.252,1.34,High Stress
911,2024-02-07 22:00:00,28.61,15.76,7.71,57.04,33.31,204.58,5.62,0.393,9.57,High Stress
912,2024-02-07 23:00:00,15.72,10.04,6.88,93.56,34.42,721.06,9.68,0.608,6.98,Healthy
913,2024-02-08 00:00:00,29.97,28.23,6.84,43.04,36.81,361.97,9.96,0.755,9.48,Healthy
914,2024-02-08 01:00:00,21.38,34.17,5.99,44.0,20.39,912.09,1.34,0.654,2.8,High Stress
915,2024-02-08 02:00:00,27.08,15.61,5.92,48.97,17.1,887.24,8.53,0.494,1.37,Healthy
916,2024-02-08 03:00:00,22.45,26.58,7.79,41.23,27.07,261.38,5.1,0.289,5.39,Healthy
917,2024-02-08 04:00:00,16.78,28.55,6.32,54.66,27.85,285.11,4.0,0.786,5.06,High Stress
918,2024-02-08 05:00:00,42.94,31.21,6.43,89.2,35.73,596.14,6.21,0.473,3.98,Moderate Stress
919,2024-02-08 06:00:00,35.54,20.57,7.4,70.0,26.09,687.38,0.75,0.752,9.62,Moderate Stress
920,2024-02-08 07:00:00,10.6,17.57,6.35,56.78,29.27,419.93,5.16,0.585,8.4,High Stress
921,2024-02-08 08:00:00,39.74,18.13,7.88,90.74,28.18,773.44,8.73,0.754,6.95,Moderate Stress
922,2024-02-08 09:00:00,24.5,27.82,7.34,33.15,15.96,675.93,2.29,0.88,2.47,High Stress
923,2024-02-08 10:00:00,40.78,30.42,6.99,43.67,30.38,459.86,4.38,0.891,7.61,High Stress
924,2024-02-08 11:00:00,36.99,14.54,7.7,66.78,35.7,220.3,9.41,0.601,7.54,Healthy
925,2024-02-08 12:00:00,22.01,19.27,5.62,70.01,18.94,800.12,4.4,0.584,4.83,Moderate Stress
926,2024-02-08 13:00:00,5.9,32.55,6.14,32.57,29.86,371.8,3.71,0.399,9.32,High Stress
927,2024-02-08 14:00:00,15.75,30.17,6.66,56.2,29.84,867.58,4.52,0.902,2.5,Moderate Stress
928,2024-02-08 15:00:00,26.67,34.62,6.07,72.2,19.1,536.23,5.29,0.543,3.41,Moderate Stress
929,2024-02-08 16:00:00,30.34,28.86,7.36,75.37,18.09,661.66,6.39,0.296,1.57,Moderate Stress
930,2024-02-08 17:00:00,15.32,19.83,7.8,71.48,39.5,898.36,8.05,0.525,8.16,High Stress
931,2024-02-08 18:00:00,10.57,24.77,6.56,50.84,24.84,890.9,4.63,0.295,6.6,Healthy
932,2024-02-08 19:00:00,38.4,26.53,6.36,36.08,20.69,497.22,8.21,0.577,3.83,Moderate Stress
933,2024-02-08 20:00:00,44.38,11.96,7.9,57.76,19.28,367.11,5.43,0.621,2.47,High Stress
934,2024-02-08 21:00:00,26.03,23.61,6.61,38.37,31.69,820.12,3.52,0.453,1.36,Moderate Stress
935,2024-02-08 22:00:00,11.87,27.73,6.72,91.6,30.24,546.46,6.65,0.254,2.5,Healthy
936,2024-02-08 23:00:00,15.89,14.18,6.38,60.89,31.09,353.63,7.23,0.908,5.08,Moderate Stress
937,2024-02-09 00:00:00,5.74,29.52,7.77,50.62,17.2,923.54,5.67,0.78,3.22,High Stress
938,2024-02-09 01:00:00,41.57,24.59,6.92,79.81,37.34,358.48,0.75,0.829,3.33,Moderate Stress
939,2024-02-09 02:00:00,9.71,33.81,7.41,62.37,24.73,220.65,1.86,0.475,8.88,Moderate Stress
940,2024-02-09 03:00:00,28.06,11.06,7.53,50.15,22.83,216.22,3.0,0.771,5.64,Moderate Stress
941,2024-02-09 04:00:00,15.96,16.63,6.35,82.78,26.56,697.85,2.97,0.564,7.56,Healthy
942,2024-02-09 05:00:00,27.17,25.04,6.58,86.36,24.75,729.34,6.8,0.351,1.32,Moderate Stress
943,2024-02-09 06:00:00,31.06,17.41,7.62,73.75,36.59,448.83,0.38,0.293,4.29,High Stress
944,2024-02-09 07:00:00,38.19,27.86,6.41,33.05,38.23,456.01,7.61,0.459,5.31,Moderate Stress
945,2024-02-09 08:00:00,13.26,28.98,7.48,66.81,22.59,471.6,2.8,0.303,2.68,Moderate Stress
946,2024-02-09 09:00:00,5.44,12.56,7.85,79.61,36.6,744.13,3.24,0.949,2.08,Moderate Stress
947,2024-02-09 10:00:00,10.48,22.85,7.06,38.87,34.54,246.51,5.37,0.237,8.83,Healthy
948,2024-02-09 11:00:00,41.0,22.72,7.35,44.86,38.27,943.29,2.32,0.531,9.45,High Stress
949,2024-02-09 12:00:00,39.96,19.23,7.51,87.36,21.14,378.02,8.87,0.539,1.71,Moderate Stress
950,2024-02-09 13:00:00,28.9,33.32,7.61,31.31,29.42,999.74,1.04,0.425,4.14,High Stress
951,2024-02-09 14:00:00,29.02,30.69,6.49,78.93,21.86,337.22,4.55,0.629,9.62,High Stress
952,2024-02-09 15:00:00,31.6,27.43,5.63,60.8,35.6,817.24,8.52,0.312,1.75,Healthy
953,2024-02-09 16:00:00,12.01,27.86,6.5,59.04,15.13,378.73,6.24,0.788,6.79,High Stress
954,2024-02-09 17:00:00,41.58,21.54,7.18,30.46,29.12,264.68,3.06,0.449,9.75,Moderate Stress
955,2024-02-09 18:00:00,21.75,33.02,6.63,83.26,23.48,899.95,4.32,0.644,9.8,Healthy
956,2024-02-09 19:00:00,20.33,27.36,7.37,53.39,23.07,887.0,7.13,0.737,5.24,Healthy
957,2024-02-09 20:00:00,25.76,28.22,6.39,65.15,31.12,522.86,9.74,0.867,2.46,High Stress
958,2024-02-09 21:00:00,6.88,31.54,7.09,74.02,36.29,761.92,8.95,0.827,2.82,Healthy
959,2024-02-09 22:00:00,11.65,16.85,5.97,75.67,30.23,645.65,3.56,0.656,9.01,High Stress
960,2024-02-09 23:00:00,34.52,30.18,7.37,92.14,36.33,882.36,9.98,0.491,9.21,High Stress
961,2024-02-10 00:00:00,8.31,14.88,6.86,64.54,21.61,452.04,0.23,0.577,6.47,Healthy
962,2024-02-10 01:00:00,29.13,18.63,6.01,55.98,27.99,618.94,0.47,0.777,7.9,Moderate Stress
963,2024-02-10 02:00:00,14.81,18.39,6.23,91.99,26.26,588.3,8.27,0.858,7.66,High Stress
964,2024-02-10 03:00:00,20.57,34.46,7.37,71.74,15.29,483.12,2.15,0.278,6.96,Healthy
965,2024-02-10 04:00:00,16.55,31.41,6.71,49.38,28.92,913.16,0.8,0.489,8.45,Healthy
966,2024-02-10 05:00:00,19.23,27.53,6.04,38.22,31.54,332.7,2.52,0.782,7.17,High Stress
967,2024-02-10 06:00:00,33.76,28.18,7.92,84.77,29.8,319.61,4.38,0.524,5.81,High Stress
968,2024-02-10 07:00:00,16.88,24.05,7.29,53.54,33.41,661.53,7.36,0.449,3.13,High Stress
969,2024-02-10 08:00:00,27.66,33.68,7.89,72.93,29.28,726.0,6.32,0.508,7.69,High Stress
970,2024-02-10 09:00:00,24.04,22.41,6.57,60.6,16.67,355.7,2.53,0.652,5.26,Moderate Stress
971,2024-02-10 10:00:00,31.55,19.51,6.69,42.93,17.91,512.57,5.13,0.95,3.65,Moderate Stress
972,2024-02-10 11:00:00,42.47,14.08,7.74,69.11,29.91,957.25,9.28,0.57,8.22,Moderate Stress
973,2024-02-10 12:00:00,34.3,29.66,6.81,33.94,21.87,397.29,8.19,0.356,7.27,Moderate Stress
974,2024-02-10 13:00:00,13.6,28.36,7.27,56.87,16.99,734.69,3.37,0.322,9.44,Healthy
